Batch_Number,SKU_ID,NDC_Code,Drug_Name,Therapeutic_Category,Route_Of_Administration,Dosage_Form,Packaging_Type,Supplier_ID,Supplier_Name,Country_Of_Origin,Purchase_Order_Ref,Quantity_Procured,Unit_Procurement_Cost_USD,Freight_Cost_Per_Unit_USD,Import_Tariff_Rate,Total_Procurement_Cost_USD,Unit_Selling_Price_USD,Maximum_Retail_Price_USD,Discount_Applied_Percent,Quantity_Sold,Total_Sales_Revenue_USD,Gross_Profit_USD,Sales_Channel,Payment_Method,Quantity_Remaining,Reorder_Level,Safety_Stock_Level,Stockout_Occurred,Manufacture_Date,Procurement_Date,Expiry_Date,Shelf_Life_Total_Days,Storage_Condition,Storage_Temperature_Min_C,Storage_Temperature_Max_C,Humidity_Sensitive,Prescription_Required,Controlled_Substance_Class,Quality_Control_Passed,Inspector_ID,Warehouse_Zone,Aisle_Rack_Number,Bin_Location_Code,Handling_Special_Notes,Quantity_Wasted,Wastage_Reason,Wastage_Financial_Loss_USD,Disposal_Method,Disposal_Approval_Status
BAT-2026-93579,SKU-622584,916-9507-44,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,USA,PO-45822,1579,147.6,5.56,0.0,241839.64,220.41,242.45,5,1193,262949.13,86862.33,Emergency ICU,Insurance,386,200,20,0,2025-01-27,2025-05-03,2027-01-01,704,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-7-R4,BIN-690,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-46347,SKU-851413,920-2353-64,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,Germany,PO-88363,1534,64.98,4.62,0.12,118727.92,89.19,98.11,10,863,76970.97,20893.23,In-Store Pharmacy,Government Health Aid,671,200,80,0,2025-07-28,2025-09-15,2026-02-10,197,Room Temperature (15-25°C),15.0,25.0,0,0,Schedule II,1,INS-111,Zone-A,Aisle-13-R4,BIN-459,Fragile Glass,671,Expired,43601.58,Incineration,Approved
BAT-2026-78327,SKU-406039,180-8055-87,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,USA,PO-42884,748,55.85,2.69,0.0,43787.92,80.99,89.09,5,625,50618.75,15712.5,In-Store Pharmacy,Insurance,123,200,80,0,2025-04-18,2025-07-08,2026-07-07,445,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-B,Aisle-2-R3,BIN-867,Keep Refrigerated,123,Expired,6869.55,Incineration,Approved
BAT-2026-73517,SKU-633590,942-3956-79,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,India,PO-99128,417,16.79,1.21,0.12,8346.17,28.31,31.14,10,262,7417.22,3018.24,In-Store Pharmacy,Credit Card,155,100,40,0,2025-07-19,2025-09-29,2026-06-30,346,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Hazmat Vault,Aisle-13-R3,BIN-517,Keep Refrigerated,155,Expired,2602.45,Incineration,Approved
BAT-2026-92149,SKU-839677,400-6262-23,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-5813,Nexus BioPharma,UK,PO-59827,1800,42.14,2.32,0.0,80028.0,65.9,72.49,10,771,50808.9,18318.96,Emergency ICU,Insurance,1029,100,20,0,2025-07-20,2025-09-25,2026-03-16,239,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule IV,0,INS-107,Cold Vault-2,Aisle-12-R5,BIN-804,Fragile Glass,1029,Expired,43362.06,Incineration,Approved
BAT-2026-41358,SKU-386706,181-6372-94,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,UK,PO-56061,1348,156.43,11.99,0.05,237573.54,208.0,228.8,10,620,128960.0,31973.4,Hospital Outpatient,Credit Card,728,100,80,0,2025-10-13,2025-11-27,2026-09-07,329,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-108,Cold Vault-1,Aisle-14-R4,BIN-869,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-45992,SKU-535673,402-6021-67,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Germany,PO-92864,1942,117.77,2.86,0.18,275431.14,178.88,196.77,10,715,127899.2,43693.65,Emergency ICU,Insurance,1227,200,40,0,2025-09-20,2025-10-27,2027-02-09,507,Cold Chain (2-8°C),2.0,8.0,0,0,Non-Controlled,1,INS-101,Hazmat Vault,Aisle-11-R2,BIN-208,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-67654,SKU-975271,717-7981-31,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-8569,Apex Health Supplies,USA,PO-37886,1357,32.77,2.4,0.12,53061.96,50.27,55.3,5,1066,53587.82,18655.0,Hospital Outpatient,Cash,291,100,20,0,2024-10-04,2025-01-05,2026-07-18,652,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Zone-B,Aisle-12-R3,BIN-331,Protect from Light,291,Expired,9536.07,Incineration,Approved
BAT-2026-20155,SKU-605937,806-8272-54,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,Switzerland,PO-86697,783,34.55,1.73,0.12,31653.56,53.07,58.38,20,280,14859.6,5185.6,Online Fulfillment,Insurance,503,100,80,0,2025-08-13,2025-11-24,2026-06-27,318,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-101,Zone-A,Aisle-18-R2,BIN-755,Keep Refrigerated,503,Expired,17378.65,Incineration,Approved
BAT-2026-47450,SKU-595158,557-1693-55,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,USA,PO-76889,763,94.28,6.79,0.05,80713.19,141.78,155.96,5,384,54443.52,18240.0,Online Fulfillment,Insurance,379,200,40,0,2025-09-01,2025-09-20,2027-02-28,545,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-16-R3,BIN-759,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-40735,SKU-355570,729-8126-45,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,Germany,PO-46872,1950,82.49,3.54,0.05,175801.28,122.54,134.79,20,1141,139818.14,45697.05,Emergency ICU,Credit Card,809,200,80,0,2024-12-27,2025-03-28,2025-12-09,347,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Zone-B,Aisle-9-R1,BIN-564,Standard Handling,809,Expired,66734.41,Incineration,Approved
BAT-2026-45614,SKU-578975,754-1939-19,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-0769,BioCare Distribution,USA,PO-15961,1497,108.11,4.1,0.0,167978.37,166.25,182.88,10,1157,192351.25,67267.98,In-Store Pharmacy,Insurance,340,50,20,0,2025-03-16,2025-04-23,2025-11-05,234,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-101,Zone-B,Aisle-15-R1,BIN-259,Fragile Glass,340,Expired,36757.4,Incineration,Approved
BAT-2026-54020,SKU-678043,787-7655-56,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,UK,PO-31157,1795,193.0,4.49,0.12,396066.75,268.14,294.95,0,1639,439481.46,123154.46,Hospital Outpatient,Cash,156,100,40,0,2025-06-10,2025-09-24,2026-09-12,459,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Cold Vault-1,Aisle-11-R5,BIN-954,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-51904,SKU-251668,625-3621-13,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Switzerland,PO-80004,1731,43.11,3.07,0.0,79937.58,60.62,66.68,10,1353,82018.86,23691.03,Hospital Outpatient,Insurance,378,50,40,0,2025-08-03,2025-10-20,2027-02-03,549,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-A,Aisle-4-R1,BIN-810,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-80798,SKU-502219,246-8179-14,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-0769,BioCare Distribution,Germany,PO-83804,1595,63.04,1.78,0.05,108415.34,94.11,103.52,10,618,58159.98,19201.26,Hospital Outpatient,Credit Card,977,50,80,0,2025-06-22,2025-09-23,2027-02-21,609,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,0,INS-101,Cold Vault-1,Aisle-5-R1,BIN-871,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-20561,SKU-299869,229-2101-40,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-7152,GlobalMed Logistics,Germany,PO-19166,1356,54.47,1.74,0.12,85084.12,87.81,96.59,10,1191,104581.71,39707.94,Hospital Outpatient,Credit Card,165,50,20,0,2024-12-13,2025-01-08,2026-06-10,544,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-109,Hazmat Vault,Aisle-8-R1,BIN-292,Keep Refrigerated,165,Expired,8987.55,Incineration,Approved
BAT-2026-28136,SKU-728492,897-7001-56,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-0769,BioCare Distribution,USA,PO-49405,1815,25.74,1.15,0.18,57214.61,37.29,41.02,15,1654,61677.66,19103.7,Online Fulfillment,Credit Card,161,200,40,0,2025-01-29,2025-05-04,2025-09-15,229,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,0,INS-106,Zone-B,Aisle-6-R3,BIN-833,Keep Refrigerated,161,Expired,4144.14,Incineration,Approved
BAT-2026-29769,SKU-632929,492-1530-87,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-0769,BioCare Distribution,Germany,PO-21759,1236,33.21,1.8,0.18,50660.92,46.98,51.68,15,1043,49000.14,14362.11,Hospital Outpatient,Insurance,193,50,20,0,2024-12-14,2025-04-13,2026-04-04,476,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-3-R2,BIN-100,Keep Refrigerated,193,Expired,6409.53,Incineration,Pending Audit
BAT-2026-40311,SKU-882544,257-8371-57,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-0769,BioCare Distribution,India,PO-61813,1953,137.84,10.25,0.12,321523.95,188.42,207.26,20,1228,231379.76,62112.24,Online Fulfillment,Government Health Aid,725,200,20,0,2024-10-04,2025-01-27,2026-01-25,478,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-108,Zone-B,Aisle-19-R2,BIN-912,Keep Refrigerated,725,Expired,99934.0,Incineration,Approved
BAT-2026-60205,SKU-243139,480-8273-19,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,India,PO-26118,1620,165.62,7.86,0.12,313234.13,229.65,252.62,0,867,199106.55,55514.01,In-Store Pharmacy,Insurance,753,50,80,0,2025-03-07,2025-04-29,2027-02-27,722,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-105,Hazmat Vault,Aisle-3-R1,BIN-616,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-30028,SKU-173201,687-3255-77,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-5813,Nexus BioPharma,UK,PO-28304,541,139.98,5.46,0.05,82469.5,174.98,192.48,15,330,57743.4,11550.0,In-Store Pharmacy,Credit Card,211,200,20,0,2024-11-19,2025-01-17,2025-08-04,258,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Zone-B,Aisle-1-R1,BIN-919,Standard Handling,211,Expired,29535.78,Incineration,Approved
BAT-2026-38043,SKU-389666,475-7521-50,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-8569,Apex Health Supplies,India,PO-82938,663,9.99,0.63,0.12,7835.86,16.15,17.77,20,325,5248.75,2002.0,Emergency ICU,Government Health Aid,338,50,80,0,2025-06-25,2025-09-01,2027-06-01,706,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-106,Cold Vault-2,Aisle-11-R5,BIN-210,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-18418,SKU-910208,765-5566-41,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-8569,Apex Health Supplies,India,PO-46629,1391,167.51,11.18,0.12,276518.56,273.31,300.64,5,807,220561.17,85380.6,In-Store Pharmacy,Insurance,584,50,20,0,2025-03-30,2025-04-14,2026-04-12,378,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-111,Zone-B,Aisle-3-R2,BIN-607,Keep Refrigerated,584,Expired,97825.84,Incineration,Approved
BAT-2026-64377,SKU-928381,216-1424-33,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,USA,PO-66618,1633,66.9,3.3,0.18,134301.19,93.98,103.38,15,610,57327.8,16518.8,Online Fulfillment,Credit Card,1023,100,80,0,2024-12-21,2025-03-17,2025-12-23,367,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-102,Cold Vault-2,Aisle-19-R4,BIN-247,Fragile Glass,1023,Expired,68438.7,Incineration,Approved
BAT-2026-63424,SKU-995916,611-9482-59,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-5813,Nexus BioPharma,UK,PO-37636,1930,20.06,1.16,0.05,42890.39,29.31,32.24,5,1484,43496.04,13727.0,Emergency ICU,Credit Card,446,100,80,0,2025-03-15,2025-04-29,2025-12-16,276,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-11-R1,BIN-173,Keep Refrigerated,446,Expired,8946.76,Incineration,Approved
BAT-2026-53369,SKU-535098,675-2929-43,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-90012,1509,51.15,1.57,0.0,79554.48,64.13,70.54,5,855,54831.15,11097.9,In-Store Pharmacy,Credit Card,654,200,40,0,2025-01-15,2025-02-23,2026-01-01,351,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Cold Vault-2,Aisle-20-R1,BIN-811,Standard Handling,654,Expired,33452.1,Incineration,Approved
BAT-2026-81121,SKU-456385,893-5264-67,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-8569,Apex Health Supplies,Germany,PO-76167,1510,72.44,4.21,0.12,128867.63,120.61,132.67,5,797,96126.17,38391.49,Online Fulfillment,Government Health Aid,713,100,80,0,2025-03-17,2025-04-16,2026-08-09,510,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,0,INS-110,Zone-A,Aisle-2-R2,BIN-413,Keep Refrigerated,713,Expired,51649.72,Incineration,Approved
BAT-2026-71069,SKU-925981,319-5678-98,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,Germany,PO-51720,1236,103.67,2.1,0.05,137138.53,173.76,191.14,15,863,149954.88,60487.67,In-Store Pharmacy,Insurance,373,200,40,0,2025-02-27,2025-05-20,2026-07-15,503,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-102,Cold Vault-1,Aisle-7-R1,BIN-347,Fragile Glass,373,Expired,38668.91,Incineration,Approved
BAT-2026-64496,SKU-632401,602-4279-25,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-99404,1736,136.08,4.95,0.05,256639.82,199.31,219.24,5,1342,267474.02,84854.66,Online Fulfillment,Insurance,394,200,80,0,2025-05-08,2025-06-04,2026-09-08,488,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Hazmat Vault,Aisle-6-R1,BIN-873,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-18161,SKU-380150,238-2213-67,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,Switzerland,PO-54909,1748,53.51,3.51,0.18,116507.35,67.11,73.82,20,1203,80733.33,16360.8,Emergency ICU,Insurance,545,100,20,0,2025-05-07,2025-08-09,2026-08-07,457,Cold Chain (2-8°C),2.0,8.0,1,1,Schedule IV,1,INS-102,Cold Vault-2,Aisle-3-R1,BIN-515,Protect from Light,545,Expired,29162.95,Incineration,Approved
BAT-2026-37110,SKU-960408,276-8292-21,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-8569,Apex Health Supplies,UK,PO-93252,1051,198.15,5.97,0.12,239520.8,286.07,314.68,20,682,195099.74,59961.44,Emergency ICU,Credit Card,369,200,40,0,2025-06-29,2025-08-29,2027-01-01,551,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-14-R2,BIN-410,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-65069,SKU-102689,929-6236-95,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-0769,BioCare Distribution,USA,PO-44257,1204,8.15,0.54,0.12,11640.27,11.26,12.39,20,1022,11507.72,3178.42,Emergency ICU,Cash,182,200,20,0,2025-01-07,2025-04-29,2025-10-12,278,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-7-R1,BIN-945,Standard Handling,182,Expired,1483.3,Incineration,Approved
BAT-2026-61049,SKU-396578,455-2063-80,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,India,PO-69338,798,82.07,4.05,0.05,71998.35,111.13,122.24,15,637,70789.81,18511.22,Hospital Outpatient,Government Health Aid,161,100,20,0,2024-11-04,2025-01-27,2026-11-01,727,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-3-R4,BIN-314,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-86556,SKU-861319,655-5757-48,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-45784,212,91.54,6.02,0.12,23011.5,114.72,126.19,15,137,15716.64,3175.66,Hospital Outpatient,Insurance,75,200,20,0,2025-09-11,2025-11-29,2027-03-05,540,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-102,Zone-A,Aisle-11-R5,BIN-654,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-12560,SKU-413058,971-3580-99,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Switzerland,PO-42234,101,150.12,3.8,0.18,18275.1,212.89,234.18,10,61,12986.29,3828.97,Hospital Outpatient,Insurance,40,50,20,0,2024-12-29,2025-02-10,2025-11-21,327,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-110,Cold Vault-1,Aisle-7-R4,BIN-753,Keep Refrigerated,40,Expired,6004.8,Incineration,Approved
BAT-2026-85456,SKU-978157,753-3852-56,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,UK,PO-96805,741,51.47,2.93,0.18,47175.47,73.87,81.26,0,608,44912.96,13619.2,Hospital Outpatient,Credit Card,133,100,40,0,2025-01-07,2025-03-22,2025-07-19,193,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Zone-A,Aisle-7-R4,BIN-198,Standard Handling,133,Expired,6845.51,Incineration,Approved
BAT-2026-59857,SKU-715448,620-4673-25,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,UK,PO-52157,319,93.48,5.42,0.18,36916.72,140.43,154.47,10,119,16711.17,5587.05,Emergency ICU,Cash,200,50,20,0,2025-04-12,2025-08-03,2026-02-26,320,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Zone-B,Aisle-20-R2,BIN-934,Fragile Glass,200,Expired,18696.0,Incineration,Approved
BAT-2026-72518,SKU-708093,305-3275-40,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,UK,PO-54778,1689,161.17,7.12,0.12,316907.75,230.09,253.1,5,1549,356409.41,106757.08,Emergency ICU,Credit Card,140,100,80,0,2024-12-16,2025-03-21,2026-11-26,710,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-111,Cold Vault-1,Aisle-16-R3,BIN-295,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-10772,SKU-791998,909-9094-13,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,India,PO-37606,954,29.68,2.31,0.12,33916.23,39.28,43.21,15,615,24157.2,5904.0,Emergency ICU,Credit Card,339,50,80,0,2025-04-10,2025-07-18,2026-07-22,468,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-19-R1,BIN-124,Fragile Glass,339,Expired,10061.52,Incineration,Approved
BAT-2026-56105,SKU-613425,469-7044-69,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,USA,PO-70266,1859,4.37,0.19,0.18,9939.33,6.91,7.6,15,1069,7386.79,2715.26,Emergency ICU,Cash,790,200,20,0,2025-03-26,2025-05-06,2026-10-08,561,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-15-R2,BIN-116,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-49139,SKU-255813,922-3126-88,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-7152,GlobalMed Logistics,USA,PO-88579,1348,166.41,3.7,0.0,229308.28,237.2,260.92,5,1036,245739.2,73338.44,Online Fulfillment,Government Health Aid,312,100,20,0,2025-01-07,2025-02-26,2026-11-14,676,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-111,Zone-B,Aisle-17-R1,BIN-131,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-61116,SKU-568238,188-2077-49,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-0769,BioCare Distribution,Germany,PO-53051,484,196.55,6.28,0.05,102926.23,279.15,307.06,15,323,90165.45,26679.8,Hospital Outpatient,Cash,161,50,80,0,2025-01-20,2025-02-10,2026-09-13,601,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,0,INS-107,Zone-B,Aisle-3-R2,BIN-402,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-64921,SKU-664742,507-8842-77,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,Germany,PO-12080,1526,27.88,1.18,0.0,44345.56,38.15,41.97,15,983,37501.45,10095.41,In-Store Pharmacy,Credit Card,543,200,80,0,2025-04-20,2025-05-29,2026-09-30,528,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-105,Hazmat Vault,Aisle-7-R3,BIN-223,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-80545,SKU-607868,520-7708-83,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-8569,Apex Health Supplies,India,PO-27527,1761,165.09,3.44,0.12,331668.15,237.73,261.5,20,1249,296924.77,90727.36,Hospital Outpatient,Government Health Aid,512,50,80,0,2025-10-17,2025-11-15,2026-09-28,346,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-108,Zone-A,Aisle-5-R5,BIN-312,Keep Refrigerated,0,None,0.0,N/A,N/A
BAT-2026-81582,SKU-461888,175-3053-50,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-9028,PharmaDist Inc,Switzerland,PO-94730,1253,75.7,2.98,0.05,103328.64,102.79,113.07,0,473,48619.67,12813.57,Hospital Outpatient,Government Health Aid,780,100,20,0,2025-07-20,2025-11-13,2026-04-30,284,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-108,Cold Vault-1,Aisle-19-R2,BIN-290,Keep Refrigerated,780,Expired,59046.0,Incineration,Approved
BAT-2026-89069,SKU-448588,757-2215-67,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,UK,PO-10268,1176,126.8,8.88,0.05,167015.52,202.12,222.33,10,606,122484.72,45643.92,In-Store Pharmacy,Cash,570,200,80,0,2025-01-12,2025-02-15,2026-02-19,403,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-112,Cold Vault-2,Aisle-4-R1,BIN-947,Standard Handling,570,Expired,72276.0,Incineration,Approved
BAT-2026-38906,SKU-678727,577-9476-54,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,USA,PO-89794,1807,129.65,4.08,0.12,269763.42,215.15,236.67,5,1042,224186.3,89091.0,Hospital Outpatient,Government Health Aid,765,50,40,0,2024-12-18,2025-03-30,2025-11-21,338,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-103,Cold Vault-2,Aisle-7-R2,BIN-894,Keep Refrigerated,765,Expired,99182.25,Incineration,Approved
BAT-2026-73993,SKU-899929,231-3981-26,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,Switzerland,PO-72459,829,117.3,7.11,0.0,103135.89,189.25,208.18,20,434,82134.5,31226.3,Online Fulfillment,Government Health Aid,395,50,20,0,2025-03-14,2025-05-28,2027-02-07,695,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-11-R2,BIN-796,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-38760,SKU-669827,543-9238-17,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Switzerland,PO-10560,1795,53.25,3.07,0.0,101094.4,82.97,91.27,5,1475,122380.75,43837.0,Online Fulfillment,Credit Card,320,100,80,0,2025-07-20,2025-10-06,2026-08-30,406,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Zone-B,Aisle-6-R4,BIN-173,Fragile Glass,320,Expired,17040.0,Incineration,Approved
BAT-2026-45774,SKU-495533,951-3034-76,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,Germany,PO-11255,1833,162.92,5.69,0.0,309062.13,224.52,246.97,10,1123,252135.96,69176.8,Emergency ICU,Insurance,710,50,80,0,2025-01-02,2025-02-08,2026-01-09,372,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-102,Hazmat Vault,Aisle-19-R3,BIN-168,Keep Refrigerated,710,Expired,115673.2,Incineration,Approved
BAT-2026-67125,SKU-577463,256-5982-31,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-8569,Apex Health Supplies,Germany,PO-98172,1539,6.32,0.39,0.0,10326.69,10.01,11.01,0,909,9099.09,3354.21,In-Store Pharmacy,Insurance,630,200,20,0,2025-02-24,2025-03-31,2027-02-12,718,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Cold Vault-1,Aisle-20-R4,BIN-359,Protect from Light,0,None,0.0,N/A,N/A
